date,sales,week,month,quarter,year,day_of_year,sin_month,cos_month,sin_week,cos_week,sin_qtr,cos_qtr,is_holiday_season,is_q4,is_q1,is_summer,is_sep_oct,year_trend,year_trend_sq,fourier_sin_1,fourier_cos_1,fourier_sin_2,fourier_cos_2,fourier_sin_3,fourier_cos_3,lag_1,lag_2,lag_3,lag_4,lag_6,lag_8,lag_12,lag_16,lag_26,lag_52,rolling_4,rolling_std_4,rolling_8,rolling_std_8,rolling_12,rolling_std_12,rolling_26,rolling_std_26,rolling_52,rolling_std_52,ewm_4,ewm_8,ewm_12,momentum_4,momentum_8,yoy_ratio
2015-04-26,56874.69,17,4,2,2015,116,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.9111686353326631,-0.41203363695942635,-0.7508642533989489,-0.6604565640279754,-0.29240597695107734,0.9562942772197719,44591.2,64858.72,46298.7,82715.58,63875.16,22904.29,19169.87,158707.39,33609.37,17760.2,59616.05,17927.370168681384,53119.24125,17769.879192342305,48281.71833333333,20076.05526404011,82565.91500000001,54168.04727049156,73568.71884615385,46024.24439439853,53797.89467424045,55587.840195256795,59139.793895645096,-8967.490000000005,27186.739999999998,0.26234887043538396
2015-05-03,72644.68,18,5,2,2015,123,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.8550745085896932,-0.518505144391157,-0.886721063082993,-0.46230483047981086,0.0644643571073618,0.9979200101524843,56874.69,44591.2,64858.72,46298.7,53558.69,46151.59,56874.26,149154.08,58847.270000000004,65525.850000000006,53155.8275,9507.202058184721,57365.54125,12913.40307215215,51423.78666666666,17942.829087657636,83460.735,53515.198251515954,74320.92057692308,45409.78181571224,55028.61280454428,55873.80682695374,58791.312936210554,-25840.89,33970.4,3.689477032916088
2015-05-10,163264.66,19,5,2,2015,130,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.7865965660866021,-0.6174672802835514,-0.97139528468375,-0.23746831555846842,0.4130130429412807,0.9107251102063585,72644.68,56874.69,44591.2,64858.72,82715.58,63875.16,60978.100000000006,32486.65,124704.44,71252.44,59742.322499999995,11978.149295012927,60677.1775,13023.362268372844,52737.988333333335,18928.788595002163,83991.40461538461,53329.44913185405,74457.82115384616,45393.47462307959,62075.03968272656,59600.66761743039,60922.61796363808,26345.979999999996,26493.089999999997,1.0873943642089177
2015-05-17,34488.38,20,5,2,2015,137,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.7067265555776158,-0.7074868024503348,-0.9999994220246925,0.001075151282798226,0.7082462315032488,0.7059654917639009,163264.66,72644.68,56874.69,44591.2,46298.7,53558.69,17404.46,50238.909999999996,127543.81,43597.49,84343.8075,53852.24465413322,73100.865,38667.8828306778,61261.868333333325,37194.399334988266,85474.49,55016.456915367125,76227.28692307693,47029.92625477933,102550.88780963595,82637.11077946598,76667.6586927502,98405.94,99389.5,0.61187364250262
2015-05-24,54366.7,21,5,2,2015,144,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.6166212130956382,-0.7872599821916922,-0.9708824104813836,0.23955655912092708,0.912052525275964,0.41007339725680436,34488.38,163264.66,72644.68,56874.69,64858.72,82715.58,22904.29,19169.87,228321.78,25670.27,81818.1025,56509.4973375758,70717.07625,40585.014725629204,62685.52833333333,35658.33127063211,81895.435,55196.72762534468,76052.11173076923,47170.60175239284,75325.88468578158,71937.39268023179,70178.50011988821,-10102.82,-19070.310000000005,0.5888015571538503
2015-05-31,55476.54,22,5,2,2015,151,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.3333333333333333,0.1111111111111111,0.5175855102531889,-0.8556314858488706,-0.8857249183835637,0.4642104791518923,0.9981227456866077,0.06124528180217061,54366.7,34488.38,163264.66,72644.68,44591.2,46298.7,46151.59,56874.26,116489.35,42783.240000000005,81191.105,56891.13298411357,67173.46625,40625.32158743534,65307.395833333336,33562.49014263998,75204.855,46613.41647000658,76603.96615384615,46735.47588325542,66942.21081146896,68032.79426477136,67745.90318701249,-2507.9900000000052,-28348.880000000005,1.6666455008068999
2015-06-07,148173.78,23,6,2,2015,158,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.3333333333333333,0.1111111111111111,0.4110537546870351,-0.9116111071930239,-0.7494423368521954,0.6620696215153815,0.9553461622632788,-0.29548893422398215,55476.54,54366.7,34488.38,163264.66,56874.69,64858.72,63875.16,60978.100000000006,83043.23,42341.29,76899.07,58378.97524435198,68320.69625000001,40077.51489818624,66084.47499999999,33184.47445751905,72858.20846153845,45983.42582326937,76848.06807692308,46588.28182361901,62355.94248688138,65242.515515880565,65858.30077520275,-17168.139999999992,9177.840000000004,0.9896700203163438
2015-06-14,99823.19,24,6,2,2015,165,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.3333333333333333,0.1111111111111111,0.2985688173637202,-0.9543881083175908,-0.5699010576127624,0.8217133225960589,0.7892447672427563,-0.6140787387460401,148173.78,55476.54,54366.7,34488.38,72644.68,44591.2,53558.69,17404.46,129938.29,46275.97,73126.35,50952.42793195886,78735.07875,48902.68062310648,73109.36,40737.39359571496,75363.22961538461,48277.2963236416,78883.30826923077,47356.618080659166,96683.07749212885,83671.68552137572,78522.2664985882,-15090.880000000005,83315.06,1.092927730827259
2015-06-21,39778.46,25,6,2,2015,172,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.3333333333333333,0.1111111111111111,0.18175978759137534,-0.9833429613388902,-0.3574644155648614,0.9339267592294762,0.5212604463582784,-0.8533976488498011,99823.19,148173.78,55476.54,54366.7,163264.66,56874.69,82715.58,22904.29,180021.83000000002,54402.92,89460.0525,44501.38172879227,85639.0775,47265.03932227972,76964.735,40907.79057368667,74204.95653846154,47266.226608228906,79913.06250000001,47215.653091450426,97939.12249527732,87260.90875704568,81799.34169038602,65334.810000000005,55231.990000000005,1.1756192252695907
2015-06-28,85981.70999999999,26,6,2,2015,179,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,0,0,0,1,0,0.3333333333333333,0.1111111111111111,0.062318379354325076,-0.998056320853012,-0.12439450483979998,0.9922328391893008,0.18598706431516085,-0.9825521929686118,39778.46,99823.19,148173.78,55476.54,34488.38,72644.68,46298.7,46151.59,94226.77,57418.47,85812.99250000001,48732.71312095349,83502.04875,49102.165662395135,73386.64166666666,42215.932400806116,68810.98076923077,42465.94308839654,79631.82288461538,47413.723236686186,74674.85749716639,76709.25343609232,75334.5739058209,-14588.239999999998,-17096.230000000003,1.0554299291287847
2015-07-05,171348.38,27,7,3,2015,186,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.05802556932878035,-0.9983150972033183,0.11585560376947847,0.9932660666081418,-0.17329522734857217,-0.9848699224660111,85981.70999999999,39778.46,99823.19,148173.78,54366.7,163264.66,64858.72,63875.16,158707.39,80758.37,93439.285,44615.8370630702,85169.17749999999,48906.894674253585,76693.55916666666,41448.41827832701,68493.86307692308,42299.014175447024,80181.11596153847,47316.688002419556,79197.59849829983,78769.79934550286,76972.59843565189,30505.16999999999,13337.029999999999,1.406487668515002
2015-07-12,91525.42,28,7,3,2015,193,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.17752914918703497,-0.984115542601034,0.34941838995939767,0.9369668023778549,-0.5102069876723092,-0.8600516436414433,171348.38,85981.70999999999,39778.46,99823.19,55476.54,34488.38,44591.2,53558.69,149154.08,28467.28,99232.935,54502.03473277943,86179.6425,50797.88053403147,85567.6975,49333.883681876956,68980.055,43434.82025735012,81923.23153846154,48976.91246442254,116057.91109897992,99342.81731780223,91491.97638851155,23174.600000000006,8083.720000000001,0.35249943751959883
2015-07-19,37584.159999999996,29,7,3,2015,200,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,0.8265847065893737,-0.7812565682797488,-0.6242100403868479,91525.42,171348.38,85981.70999999999,39778.46,148173.78,54366.7,56874.69,82715.58,32486.65,83652.35,97158.49250000001,54629.84382736315,93309.27249999999,46310.92187438623,89478.88249999999,47620.66545607678,66763.56807692308,40554.79073880469,83135.88807692307,48404.71356980689,106244.91465938796,97605.61791062292,91497.12156758859,-8297.770000000004,57037.04,2.9385438299689
2015-07-26,84483.35,30,7,3,2015,207,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,-0.9514544127333381,-0.307789701728727,37584.159999999996,91525.42,171348.38,85981.70999999999,99823.19,55476.54,72644.68,46298.7,50238.909999999996,72715.79000000001,96609.9175,55403.63626695532,91211.455,48648.106552644225,87871.33833333333,49123.24393259817,66959.62615384615,40394.45884354228,82249.96134615385,48814.91881435272,78780.61279563278,84267.51613345844,83202.80876809213,-2194.300000000003,-16782.54,0.8692617720840973
2015-08-02,110499.49,31,8,3,2015,214,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,-0.9988298281778684,0.04836294389478229,84483.35,37584.159999999996,91525.42,171348.38,39778.46,148173.78,163264.66,64858.72,19169.87,59380.35,96235.32750000001,55504.42117165041,94837.30625,46643.90446570204,88857.89416666667,48908.050899878624,68276.72,40385.741562643394,82476.26057692307,48797.12621184866,81061.70767737967,84315.47921496596,83399.81533293823,-1498.359999999986,29006.810000000005,0.8166087448131853
2015-08-09,82946.44,32,8,3,2015,221,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.24789836027275647,-0.9172671631198612,0.39827245882943246,110499.49,84483.35,37584.159999999996,91525.42,85981.70999999999,99823.19,34488.38,44591.2,56874.26,24481.06,81023.10500000001,30973.489369677016,90128.01999999999,42177.65542237058,84460.79666666668,43705.57499535341,71789.39769230768,39912.74037689972,83459.32096153847,48837.61868778765,92836.8206064278,90134.1482833865,87569.00001688428,-60848.89,-37674.28999999999,0.41227544128654664
2015-08-16,48514.04,33,8,3,2015,228,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,-0.717295271600886,0.6967693257736101,82946.44,110499.49,84483.35,37584.159999999996,171348.38,39778.46,54366.7,56874.69,60978.100000000006,50376.51,78878.36000000002,30293.409645792515,88018.42625,42045.31229543529,88498.96833333334,40811.4500712644,72792.17384615383,39850.4930007835,84583.65519230769,48120.93753804574,88880.66836385669,88536.87977488275,86857.83636494532,-8578.979999999996,-16876.75,2.0577748675914336
2015-08-23,58702.63,34,8,3,2015,235,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.22910445787810024,-0.4247283525160176,0.9053208417842977,48514.04,82946.44,110499.49,84483.35,91525.42,85981.70999999999,55476.54,72644.68,17404.46,43919.43,81610.83,25429.558982426894,89110.37375,40705.600521288,88011.24666666666,41288.61532417631,72312.78692307693,40072.64660337488,84547.83846153847,48147.58311627976,72734.01701831403,79642.9153757674,80958.78675265837,10929.880000000005,8735.580000000002,0.8718235939726497
2015-08-30,122568.91,35,8,3,2015,242,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0.3333333333333333,0.1111111111111111,-0.8528367217694595,-0.522177676659508,0.8906645958869751,-0.4546609479969567,-0.07733361695682096,0.9970052716452285,58702.63,48514.04,82946.44,110499.49,37584.159999999996,171348.38,148173.78,163264.66,22904.29,112085.43000000001,75165.65000000001,27630.661020456875,85700.48874999999,42123.025963056076,88280.08749999998,41067.425575696885,73901.17807692308,38600.590411575606,84832.13076923079,47946.2080598321,67121.46221098842,74989.5186236855,77534.76066362578,-25780.72000000001,-27279.079999999994,2.5520693233040017
2015-09-06,81685.07,36,9,3,2015,249,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.3333333333333333,0.1111111111111111,-0.9093882203647925,-0.4159483918249421,0.756517135610563,-0.6539738706764888,0.28004404847434183,0.9599871514317785,122568.91,58702.63,48514.04,82946.44,84483.35,91525.42,99823.19,34488.38,46151.59,29091.36,78183.005,32926.84502539979,79603.055,29632.83612384985,86146.34833333334,38240.51006547539,77734.43269230769,38281.04762174425,85033.73615384616,48084.89039410846,89300.44132659306,85562.71671068875,84463.09470923581,12069.419999999998,-48779.47,0.25954631212995066
2015-09-13,71132.95,37,9,3,2015,256,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.3333333333333333,0.1111111111111111,-0.9527692922168511,-0.30369503751065885,0.578702611877601,-0.8155386483827991,0.601271069373482,0.7990451183346716,81685.07,122568.91,58702.63,48514.04,110499.49,37584.159999999996,39778.46,54366.7,63875.16,77483.45,77867.6625,32872.01318586912,78373.01125000001,29269.24952781935,84634.83833333333,38008.5322566779,79101.105,37738.85749990543,86045.15365384615,47433.84677456371,86254.29279595586,84701.0174414327,84035.70611608488,-1261.3699999999953,-9840.349999999991,2.6634523102390997
2015-09-20,163613.88,38,9,3,2015,263,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.3333333333333333,0.1111111111111111,-0.9823516608469237,-0.18704334906991657,0.3674846892184069,-0.9300295711374187,0.844880526840267,0.5349550405091186,71132.95,81685.07,122568.91,58702.63,82946.44,84483.35,85981.70999999999,55476.54,53558.69,127728.36,83522.39,27673.845527645684,82566.61,24625.25043310911,87247.71250000001,35649.06570473906,79380.25076923077,37648.46357903215,85923.02865384615,47464.48751022369,80205.75567757353,81685.89134275385,82050.66602056772,22618.909999999996,33548.79,1.6484598969199016
2015-09-27,189743.66,39,9,3,2015,270,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0,0,0,0,1,0.3333333333333333,0.1111111111111111,-0.9977068927101168,-0.06768276175455162,0.13505511584034569,-0.9908380875225532,0.9794250862518059,0.2018080781848007,163613.88,71132.95,81685.07,122568.91,48514.04,110499.49,171348.38,148173.78,82715.58,78989.63,109750.20250000001,42208.051635858385,92457.92625,37847.63003944438,93717.06,41895.295931673856,83613.1426923077,40692.93295624029,86613.1348076923,48337.087239096174,113569.00540654414,99892.11104710074,94598.8564936212,104911.25,79130.53,0.6184188852029368
2015-10-04,120199.29,40,10,4,2015,277,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,-2.4492935982947064e-16,1.0,0,1,0,0,1,0.3333333333333333,0.1111111111111111,-0.9986126020839734,0.052658056924614005,-0.10516999849234956,-0.9944542580818482,0.9875365065492302,-0.15739011478660975,189743.66,163613.88,71132.95,81685.07,58702.63,82946.44,91525.42,99823.19,46298.7,92422.90000000001,126543.89000000001,59022.82352369856,102363.44750000001,51243.34501192121,95250.0,45200.22248066949,87729.6073076923,45703.46752515213,88743.02,50391.03331634967,144038.8672439265,119859.12192785715,109236.52223051473,67174.75,79244.17,1.1700637159586496
